Issue Type,Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Service Request,ITRC-2132,151902,,create fillable PDF form for Technology Risk Assessment review,astew5,deanna,Medium,Closed,Fixed,09/May/16 11:40 AM,15/May/18 1:28 PM,
Sub-task,ITRC-2124,151830,104889,Edit: SAE Race Team (Rough),olo3,apypstra,High,Closed,Done,09/May/16 9:20 AM,26/May/16 12:39 PM,
Sub-task,ITRC-2123,151829,104889,Edit: Mike K. (Rough),cstew2,apypstra,High,Closed,Done,09/May/16 9:20 AM,26/May/16 12:16 PM,
Sub-task,ITRC-2121,151827,104889,Edit: Dr. Kang (Rough),apypstra,apypstra,High,Closed,Fixed,09/May/16 9:18 AM,30/May/16 2:34 PM,
Sub-task,ITRC-2096,151539,78596,OWL Tools- Site Info,dcosman,dcosman,Medium,Investigating,,05/May/16 9:46 AM,26/Oct/18 1:13 PM,
Sub-task,ITRC-2088,151461,104892,CEE 9510 - Create Design Package ,arakic,rsanchez,Medium,Closed,Fixed,04/May/16 2:42 PM,12/May/16 12:50 PM,13/May/16 12:00 AM
Task,ITRC-2081,151285,,Migrant Worker Workshop - Edit,ddorobek,apypstra,Medium,Closed,Fixed,04/May/16 10:33 AM,24/Aug/16 9:55 AM,
Service Request,ITRC-2073,151072,,Create banners for BSKTWEAVING 1001 training site,,deanna,Medium,Closed,Fixed,03/May/16 6:58 AM,15/May/18 1:28 PM,
Service Request,ITRC-2065,150953,,Update graphic for TwT,astew5,deanna,Medium,Closed,Fixed,02/May/16 11:36 AM,15/May/18 1:28 PM,
Sub-task,ITRC-2026,150265,104890,Create quiz questions from multiple answer questions,aheintz,deanna,Medium,Closed,Fixed,25/Apr/16 2:31 PM,04/Aug/16 10:27 AM,
Sub-task,ITRC-2003,150002,142026,Week 5 - New Module Social and Emotional Health,rsanchez,rsanchez,Medium,Closed,Done,21/Apr/16 11:14 AM,26/Apr/16 2:51 PM,
Sub-task,ITRC-2001,149998,142026,Ensure All Storyline Modules are SCORM Ready,rsanchez,rsanchez,Medium,Closed,Done,21/Apr/16 11:10 AM,06/May/16 8:58 AM,
Sub-task,ITRC-2000,149997,142026,Week 5 - Healthy Aging Articualte Module,rsanchez,rsanchez,Medium,Closed,Done,21/Apr/16 11:08 AM,26/Apr/16 3:44 PM,
Sub-task,ITRC-1997,149973,104889,Schedule B-Roll for Mike K. Shoot,apypstra,apypstra,Medium,Closed,Fixed,21/Apr/16 10:12 AM,17/Jul/17 9:17 AM,
Sub-task,ITRC-1996,149972,104889,Schedule B-Roll for Dr. Kang Shoot,apypstra,apypstra,Medium,Closed,Won't Fix,21/Apr/16 10:11 AM,17/Jul/17 9:17 AM,
Sub-task,ITRC-1965,149014,104890,Record Audio for Powerpoint slides,cbernasc,deanna,Medium,Open,,13/Apr/16 7:48 AM,25/Apr/16 9:18 AM,
Task,ITRC-1941,147762,,Collaborative Patient-centered Practice video,cbernasc,cbernasc,Medium,Open,,04/Apr/16 1:10 PM,26/Oct/18 1:13 PM,
Task,ITRC-1928,147227,,Convert images for web,fmirza8,sfoster9,High,Closed,Fixed,30/Mar/16 9:41 AM,31/Mar/16 5:09 PM,
Task,ITRC-1906,146169,,ITRC Door Hangers & Business Card Design,fmirza8,fmirza8,Medium,Investigating,,16/Mar/16 11:34 AM,26/Oct/18 1:13 PM,
Task,ITRC-1895,145470,,Video for Procurement Services,tkruljev,tkruljev,Medium,Closed,Done,09/Mar/16 10:49 AM,12/Apr/16 8:43 AM,
Sub-task,ITRC-1868,144144,78596,Collaborate UE documentation page,dcosman,dcosman,Medium,Investigating,,25/Feb/16 9:56 AM,26/Oct/18 1:13 PM,
Sub-task,ITRC-1852,143520,78596,OWL Tool- Lessons,arakic,dcosman,Medium,Closed,Fixed,19/Feb/16 10:33 AM,03/Aug/16 11:05 AM,
Sub-task,ITRC-1851,143516,78596,OWL Tool- Forums,ifarrukh,dcosman,Medium,Closed,Done,19/Feb/16 10:27 AM,17/Jun/16 3:55 PM,
Sub-task,ITRC-1850,143514,78596,OWL Tools - Assignments,dcosman,dcosman,Low,Closed,Duplicate,19/Feb/16 10:23 AM,11/May/16 4:00 PM,
Sub-task,ITRC-1849,143513,78596,OWL Tools- Announcements,arakic,dcosman,Medium,Closed,Duplicate,19/Feb/16 10:21 AM,11/May/16 8:50 AM,
Sub-task,ITRC-1848,143503,78596,Update Instructor Quick-Start Guide Page,dcosman,dcosman,Low,Roadmap,,19/Feb/16 9:56 AM,26/Oct/18 1:13 PM,
Sub-task,ITRC-1847,143501,78596,Instructor Page Update,aheintz,dcosman,Low,Closed,Fixed,19/Feb/16 9:52 AM,04/Aug/16 10:29 AM,
Sub-task,ITRC-1846,143500,78596,Update Screenshots in Student Information Page,fmirza8,dcosman,Low,Closed,Done,19/Feb/16 9:49 AM,05/May/16 1:19 PM,
Sub-task,ITRC-1844,143348,78596,Add documentation for MathJax and LaTeX,dcosman,dcosman,High,Investigating,,18/Feb/16 9:30 AM,26/Oct/18 1:13 PM,
Sub-task,ITRC-1839,143133,78596,Update General Information,dcosman,dcosman,Medium,Closed,Done,16/Feb/16 12:14 PM,11/May/16 3:55 PM,
Task,ITRC-1824,142729,,RPG Maker Pixel Art Asset,rsanchez,rsanchez,Medium,Closed,Done,10/Feb/16 2:48 PM,11/May/16 4:05 PM,
Sub-task,ITRC-1816,142669,142026,Create Badges/Achievements Template in Certificates,akruljev,rsanchez,Medium,Closed,Done,10/Feb/16 11:49 AM,27/Apr/16 3:30 PM,23/Feb/16 12:00 AM
Sub-task,ITRC-1815,142667,142026,Redesign CSS & Navigation on Leg Up,tkruljev,rsanchez,Medium,Closed,Done,10/Feb/16 11:46 AM,04/May/16 4:02 PM,23/Feb/16 12:00 AM
Task,ITRC-1814,142661,,Create a new banner image for eLearning Site for ISWO news article,tkruljev,sfoster9,Medium,Closed,Fixed,10/Feb/16 11:29 AM,25/Feb/16 11:14 AM,
Task,ITRC-1799,142033,,Create new banner image for eLearning Site for eLearning Toolkit link,tkruljev,sfoster9,Medium,Closed,Fixed,04/Feb/16 10:28 AM,10/Feb/16 11:29 AM,
Task,ITRC-1798,142031,,Create new banner image for eLearning Site for PressWestern link,tkruljev,sfoster9,Medium,Closed,Fixed,04/Feb/16 10:25 AM,08/Feb/16 2:40 PM,
Task,ITRC-1797,142026,,Leg Up 2.0 ,rsanchez,rsanchez,Medium,Closed,Done,04/Feb/16 10:07 AM,16/Jan/19 5:33 PM,27/May/16 12:00 AM
Task,ITRC-1765,140917,,Teaching with Technology Graphics Update,astew5,apypstra,Medium,Closed,Fixed,27/Jan/16 9:18 AM,08/Mar/16 2:00 PM,
Task,ITRC-1735,140049,,Why You Should Apply to the ITRC promo vid,cbernasc,cbernasc,Medium,Roadmap,,20/Jan/16 3:43 PM,26/Oct/18 1:13 PM,
Sub-task,ITRC-1729,140011,139795,Campus Map Illustration,astew5,astew5,Medium,Closed,Fixed,20/Jan/16 2:08 PM,27/Jun/16 9:14 AM,
Sub-task,ITRC-1728,140010,139795,Storyline Module Design Template,,astew5,Medium,Closed,Obsolete,20/Jan/16 2:06 PM,04/May/17 9:35 AM,
Task,ITRC-1725,139795,,Create design assets for the Online Learner Project,astew5,jsadle7,Medium,Closed,Done,19/Jan/16 3:55 PM,27/Mar/19 3:13 PM,
Task,ITRC-1707,139280,,Creating a Project Site for Schulich applicant Test,dcosman,dcosman,High,Closed,Done,15/Jan/16 1:30 PM,11/May/16 3:55 PM,
Sub-task,ITRC-1514,136395,106803,Create new PEP Certificates,akruljev,deanna,Medium,Closed,Fixed,16/Dec/15 11:17 AM,21/Dec/15 3:27 PM,
Task,ITRC-1476,135599,,Design help for 2 coursses,astew5,deanna,Medium,Closed,Reporter Timeout,09/Dec/15 11:36 AM,18/Jan/16 3:14 PM,
Task,ITRC-1462,135291,,Create banner for eLearning Survey,astew5,apypstra,Medium,Closed,Reporter Timeout,07/Dec/15 2:14 PM,28/Dec/15 10:34 AM,
Service Request,ITRC-1332,131232,,Transitional Justice Lectures,,cbernasc,Medium,Closed,Fixed,05/Nov/15 1:40 PM,15/May/18 1:28 PM,
Problem,ITRC-1286,129811,,Update banner images in Stats 1024A 650 FW15,astew5,deanna,Medium,Closed,Fixed,27/Oct/15 1:08 PM,29/Oct/15 3:03 PM,
Task,ITRC-1285,129804,,Remove Audio from Library Video and Re-Export,apypstra,apypstra,Medium,Closed,Fixed,27/Oct/15 11:44 AM,17/Nov/15 3:26 PM,
Sub-task,ITRC-1260,129204,127795,Taylor Library Virtual Tour,apypstra,deanna,Medium,Closed,Duplicate,22/Oct/15 9:02 AM,16/Oct/18 10:52 AM,
Task,ITRC-1245,128933,,Create a header image for our eLearn IT series,tkruljev,sfoster9,High,Closed,Fixed,20/Oct/15 12:13 PM,09/Feb/16 9:57 AM,
Task,ITRC-1199,127795,,Taylor Library Video Projects,,deanna,Medium,Roadmap,,09/Oct/15 1:49 PM,10/Jan/18 2:34 PM,
Problem,ITRC-1091,125788,,Create PDF from PNG infographic,astew5,deanna,Medium,Closed,Obsolete,25/Sep/15 10:56 AM,06/Feb/17 9:35 AM,
Task,ITRC-894,122207,,Introduction Video Walk-in,cbernasc,cbernasc,Medium,Closed,Done,09/Sep/15 3:28 PM,10/Sep/15 9:16 AM,
Sub-task,ITRC-776,119615,106803,Update OWL banners & design,,fmirza8,Medium,Open,,31/Aug/15 11:31 AM,26/Oct/18 1:13 PM,
Sub-task,ITRC-775,119613,106803,Create responsive HTML pages,fmirza8,fmirza8,Medium,Closed,Done,31/Aug/15 11:29 AM,28/Jan/16 9:50 AM,
Task,ITRC-765,119373,,Electrocardiogram Animation Project,cbernasc,jferenc,Medium,Open,,28/Aug/15 10:34 AM,26/Oct/18 1:13 PM,
Sub-task,ITRC-703,117089,108221,Create a proof-of-concept for audio recording in the browser,zalbiraw,sfoster9,Critical,Closed,Done,11/Aug/15 11:33 AM,28/Feb/18 10:03 AM,14/Aug/15 12:00 AM
Sub-task,ITRC-675,115884,108221,Design front page and credits page for application,cbernasc,deanna,Medium,Closed,Incomplete,29/Jul/15 2:37 PM,16/Sep/16 12:13 PM,
Sub-task,ITRC-671,115628,113338,Picasa Tutorial,cbernasc,cbernasc,Medium,Closed,Won't Fix,27/Jul/15 4:27 PM,04/Sep/15 2:00 PM,
Sub-task,ITRC-670,115627,113338,iMovie Tutorial,cbernasc,cbernasc,Medium,Closed,Fixed,27/Jul/15 4:26 PM,04/Sep/15 2:00 PM,
Sub-task,ITRC-669,115626,113338,How to Colour Correct (Davinci Resolve Lite),tpulchin,tpulchin,Medium,Closed,Fixed,27/Jul/15 4:19 PM,24/Aug/15 10:31 AM,
Sub-task,ITRC-660,115173,108221,Page desings development and integration,zalbiraw,zalbiraw,Medium,Investigating,,23/Jul/15 9:55 AM,23/Jul/15 9:59 AM,
Task,ITRC-656,114998,,Search Term Vines,,jsadle7,Medium,Closed,Fixed,21/Jul/15 3:13 PM,27/Mar/19 3:05 PM,
Task,ITRC-650,114620,,Collab setup for WI Horizons conference,,jwinkler,Medium,Closed,Done,17/Jul/15 1:49 PM,13/Aug/15 11:54 AM,
Sub-task,ITRC-645,114349,113338,Publishing your Content (Omeka),,apypstra,Medium,Closed,Fixed,16/Jul/15 8:51 AM,21/Jul/15 9:14 AM,
Sub-task,ITRC-644,114348,113338,Publishing your Content (Mahara),,apypstra,Medium,Closed,Fixed,16/Jul/15 8:51 AM,19/Aug/15 9:31 AM,
Sub-task,ITRC-643,114347,113338,How To Edit (Bringing it all together),,apypstra,Medium,Closed,Fixed,16/Jul/15 8:50 AM,19/Aug/15 9:32 AM,
Sub-task,ITRC-642,114346,113338,Audio Tutorial (Audacity?),jferenc,apypstra,Medium,Closed,Fixed,16/Jul/15 8:50 AM,04/Sep/15 2:00 PM,
Sub-task,ITRC-641,114345,113338,Premiere Tutorial,apypstra,apypstra,Medium,Closed,Fixed,16/Jul/15 8:50 AM,04/Sep/15 2:00 PM,
Sub-task,ITRC-640,114344,113338,Equipment Usage (Audio Recorders),,apypstra,Medium,Closed,Won't Fix,16/Jul/15 8:50 AM,27/Jul/15 10:45 AM,
Sub-task,ITRC-639,114343,113338,Equipment Usage (Cameras),,apypstra,Medium,Closed,Won't Fix,16/Jul/15 8:49 AM,27/Jul/15 10:45 AM,
Sub-task,ITRC-638,114342,113338,Plan/Shoot Interview Techniques (Audio),,apypstra,Medium,Closed,Fixed,16/Jul/15 8:49 AM,19/Aug/15 9:32 AM,
Sub-task,ITRC-637,114341,113338,Plan/Shoot Interview Techniques (Video),,apypstra,Medium,Closed,Fixed,16/Jul/15 8:49 AM,24/Aug/15 10:30 AM,
Sub-task,ITRC-630,113635,75857,Re-order modules,abeauli4,deanna,Medium,Closed,Fixed,13/Jul/15 9:45 AM,23/Jul/15 12:14 PM,
Task,ITRC-629,113524,,ITRC Postcard Revision,fmirza8,fmirza8,Medium,Closed,Done,10/Jul/15 3:00 PM,01/Oct/15 11:51 AM,
Sub-task,ITRC-627,113486,106803,PEP Stock Photos,jferenc,jferenc,Medium,Closed,Done,10/Jul/15 12:33 PM,19/Aug/15 11:01 AM,
Task,ITRC-625,113441,,Transfer VHS to MP4,abeauli4,abeauli4,Medium,Closed,Fixed,10/Jul/15 11:00 AM,23/Jul/15 12:11 PM,
Task,ITRC-621,113338,,Arts Tutorials Project,,apypstra,Medium,Closed,Fixed,09/Jul/15 1:52 PM,17/Jul/17 9:17 AM,
Sub-task,ITRC-576,112046,102117,Module 6: Understanding Scholarly Articles,sroach8,sroach8,Medium,Closed,Fixed,25/Jun/15 1:28 PM,14/Jan/16 3:22 PM,
Sub-task,ITRC-575,112044,102117,Module 4: Day in the Life Icons,astew5,sroach8,Medium,Closed,Fixed,25/Jun/15 1:27 PM,14/Jan/16 3:22 PM,
Sub-task,ITRC-574,112042,102117,Module 3: Degree Types,sroach8,sroach8,Medium,Closed,Fixed,25/Jun/15 1:26 PM,14/Jan/16 3:22 PM,
Sub-task,ITRC-548,111277,108221,New site mock-ups,zalbiraw,zalbiraw,Medium,Closed,Done,17/Jun/15 3:28 PM,14/Jan/16 3:22 PM,
Sub-task,ITRC-544,111196,108221,HTML 5 Audio Recording Research,dcosman,dcosman,Medium,Closed,Done,17/Jun/15 9:03 AM,11/May/16 3:55 PM,
Task,ITRC-538,111072,,Design Help for Online Calculus Course,jferenc,deanna,Medium,Open,,16/Jun/15 8:14 AM,14/Jan/16 3:22 PM,
